mes,geografia,uol1_name,uol2_name,sn1,sn2,issues_analysis2_analysis_sin_review_menor_7_dias,total_issues_analysis2_pasaron_analysis_sin_review,historias_deployed_fix_version,total_historias_deployed,repositorios_activos_nomenclatura_estandar,total_repositorios_activos,mediana_tiempos_pr_ tardado_ser_mergeadas_o_rechazadas,mediana_lineas_codigo_modificadas_prs_mergeadas_o_rechazadas,repositorios_activos_gobernados_chimera,"mediana_tiempo_desde_primera_contribucion_hasta_merge
permanentes","mediana_tiempo_ejecucion_pipelines_correctos
repositorio",ejecuciones_pipeline_estado_success,ejecuciones_pipeline_estado_success_ o_failure,"mediana_tiempo_entre_fallo_y_exito_pipeline
mediana_tiempo_entre_fallo_y_exito_pipeline",repositorios_actividad_y_analisis_sonarqube_ok,repositorios_actividad_analisis_sonarqube,items_desplegados_pruebas_xray_ejecutadas,items_desplegados
06/01/2025,PERU,DATA,DATAHUB,DATIO ENGINEERING,PLATAFORMA INFORMACIONAL,6,8,2,7,9,10,1.19,716.5,7,2.8,27.5,8,13,89,7,8,9,10
06/01/2025,PERU,DATA,DATAHUB,DATIO ENGINEERING,SINGLE DATA MODEL,5,6,1,8,1,10,1.66,638.5,0,1.24,44,4,6,73.5,5,12,0,11
06/01/2025,PERU,DATA,DATAHUB,DATIO FINANZAS,ANALITICA NUEVA PRODUCCION Y DIGITAL TAX,10,13,1,9,10,14,1.41,507,6,4.32,49.5,3,10,165.5,3,12,10,13
06/01/2025,PERU,DATA,DATAHUB,DATIO FINANZAS,BASES INTERMEDIAS Y CARTERA DE CLIENTES,6,7,8,8,6,6,4.46,895,4,3.76,35.5,7,11,160,3,9,3,3
06/01/2025,PERU,DATA,DATAHUB,DATIO FINANZAS,MIS Y SALDOS,4,12,9,13,5,5,2.96,852.5,8,2.84,5.5,6,7,154,10,14,0,14
06/01/2025,PERU,DATA,DATAHUB,DATIO FINANZAS,MODELO CDD,5,12,1,13,1,11,5.64,964,8,3.18,48,4,10,19,0,11,6,14
06/01/2025,PERU,DATA,DATAHUB,DATIO FINANZAS,RORC,10,15,5,12,5,11,5.23,941,7,2.36,7.5,10,15,171.5,2,8,2,13
06/01/2025,PERU,DATA,DATAHUB,DATIO FINANZAS,TRANSVERSAL DATIO FINANZAS,4,5,4,5,8,9,5.24,375,8,5.03,43,3,6,94.5,6,6,1,14
06/01/2025,PERU,DATA,DATAHUB,DATIO RIESGOS,RISK - COLLECTION & MITIGATION,5,13,6,12,3,4,0.48,191,9,2.38,16,0,13,122,1,11,5,6
06/01/2025,PERU,DATA,DATAHUB,DATIO RIESGOS,RISK ANALYTICS,1,10,3,8,8,10,4.62,735.5,4,3.32,4,7,14,128.5,2,13,6,14
06/01/2025,PERU,DATA,DATAHUB,DATIO RIESGOS,RISK DATA TRANSVERSAL,7,15,7,15,7,11,5.31,800.5,4,5.39,27,6,12,90,2,10,6,12
06/01/2025,PERU,DATA,DATAHUB,DATIO RIESGOS,RISK REPORTING,6,11,7,8,9,10,1.35,394.5,10,1.14,35,8,13,105.5,1,14,4,7
06/01/2025,RETAIL CLIENT SOLUTIONS,RETAIL,,US GWA,BGWA WEB,3,14,8,10,8,11,5.53,678,2,5.93,18,8,11,141,2,7,7,10
06/01/2025,RETAIL CLIENT SOLUTIONS,RETAIL,,US GWA,INVESTMENT & CONTRACTING,7,14,10,13,4,9,4.4,38,4,4.52,19.5,7,15,49,6,6,3,9
06/01/2025,RETAIL CLIENT SOLUTIONS,RETAIL,,US GWA,PERSHING,3,13,6,14,2,7,5.25,54.5,5,7.17,17,5,7,125.5,3,15,9,11
06/01/2025,CFE,R&IC,,COMPLIANCE,AML CUSTOMER RISK RATING,2,3,5,7,7,10,2.6,258,10,8.6,18,5,7,18,8,9,0,1
06/01/2025,CFE,R&IC,,COMPLIANCE,AML-MIS,4,15,3,5,10,14,3,320.5,7,6.23,18,6,9,141.5,9,13,1,10
06/01/2025,CFE,R&IC,,COMPLIANCE,CANAL DE DENUNCIAS,9,14,4,6,8,12,3.34,319,8,3.74,23,3,10,157,4,4,3,6
06/01/2025,CFE,R&IC,,COMPLIANCE,CASOS DE USO COMPLIANCE ADVANCED ANALYTICS,8,15,5,14,7,13,3.45,180.5,3,4.13,26.5,6,8,187,9,10,6,13
06/01/2025,CFE,R&IC,,COMPLIANCE,CODIGO CONDUCTA MERCADO VALORES,1,10,4,15,8,9,1.1,997.5,9,8.82,32,4,10,62.5,3,4,7,7
06/01/2025,CFE,R&IC,,COMPLIANCE,DUE DILIGENCE MANAGER,2,4,2,5,6,12,0.31,929.5,9,8.49,49.5,1,12,180.5,0,4,7,10
06/01/2025,CFE,R&IC,,COMPLIANCE,GESRIC,6,13,2,9,6,9,0.69,719,4,2.71,38,5,14,79.5,9,13,8,11
06/01/2025,CFE,R&IC,,COMPLIANCE,"GESTION NORMATIVA GDPR EMPL, CLI, PROVEED",8,9,6,13,4,4,0.84,14,3,6.1,48,3,10,4.5,3,4,7,14
06/01/2025,CFE,R&IC,,COMPLIANCE,GLOBAL AML CUSTOMER RISK RATING,9,12,3,12,6,14,4.77,12,9,7.73,23,1,4,64.5,6,13,5,7
06/01/2025,CFE,R&IC,,COMPLIANCE,HERRAMIENTA GLOBAL DE REGULACION INTERNA,9,13,5,10,10,11,2.04,280,10,6.08,47,8,11,157.5,0,5,2,5
06/01/2025,CFE,R&IC,,COMPLIANCE,HERRAMIENTA UNICA DE CONFLICTO DE INTERESES,9,11,1,13,7,8,1.88,577.5,4,6.27,5.5,3,14,145,9,13,3,11
06/01/2025,CFE,R&IC,,COMPLIANCE,MAPA GLOBAL DE HERRAMIENTA AML,4,4,7,11,0,9,5.35,618,3,1.49,20.5,7,11,102,9,11,8,13
06/01/2025,CFE,R&IC,,COMPLIANCE,OPERACIONES SOSPECHOSAS,7,7,9,12,2,10,3.2,147.5,6,7.51,40.5,0,10,137.5,5,7,4,13
06/01/2025,CFE,R&IC,,COMPLIANCE,PORTALES COMPLIANCE HOLDING,0,6,3,9,10,10,3.78,843,3,5.34,28.5,10,14,174.5,10,11,2,8
06/01/2025,CFE,R&IC,,COMPLIANCE,PRODUCTOS CUMPLIMIENTO NORMATIVO,5,10,8,13,9,15,3.89,43.5,9,4.5,21.5,3,7,12,7,9,5,12
06/01/2025,CFE,R&IC,,COMPLIANCE,REGISTRA TUS REGALOS Y EVENTOS,7,7,3,14,7,12,1.62,392.5,9,8.76,19,7,12,0.5,10,11,4,5
06/01/2025,CFE,R&IC,,COMPLIANCE,REPORTES DE CONTROL,3,10,5,13,3,12,4.78,41.5,2,9.01,37,8,10,152,3,11,2,7
06/01/2025,CFE,R&IC,,CONTROL INTERNO DE RIESGOS,AUTOMATIZACION CONTROLES IT (ARTEMISA),10,13,7,7,8,8,0.82,908.5,9,3.32,34,2,5,133.5,7,12,4,10
08/01/2025,PERU,SYSTEMS,FINANCE,ACCOUNTING,ADMINISTRACION DE OPCIONES DE PORTALES ETHER,3,10,0,11,3,6,4.84,954.5,7,0.26,48.5,0,10,6,5,7,6,13
06/01/2025,CFE,FINANCE,,PROCUREMENT,GPS SURVEY,6,7,8,13,0,4,2.47,591,2,0.31,33.5,8,15,59.5,4,15,3,5
06/01/2025,CFE,FINANCE,,PROCUREMENT,GPS USER MANAGEMENT,2,13,6,14,5,6,0.42,57,6,9,31,5,5,174.5,10,15,2,12
06/01/2025,CFE,FINANCE,,PROCUREMENT,INFOCOMPRAS,9,10,7,13,9,15,4.99,563,3,5.32,5,9,13,90.5,4,11,7,11
06/01/2025,CFE,FINANCE,,RENTABILIDAD & PERFORMANCE MANAGEMENT,GOLD,3,8,5,14,1,11,5.55,310,8,9.37,14.5,7,12,170.5,9,9,2,13
06/01/2025,CFE,FINANCE,,RENTABILIDAD & PERFORMANCE MANAGEMENT,INFORME RECOVERY PLAN,4,4,7,10,8,13,3.64,621,8,4.08,43,1,9,109,6,8,5,6
06/01/2025,CFE,FINANCE,,RENTABILIDAD & PERFORMANCE MANAGEMENT,PLATON,4,5,0,5,8,13,1.41,372,3,7.24,13.5,10,12,87.5,3,14,6,12
06/01/2025,CFE,FINANCE,,RENTABILIDAD & PERFORMANCE MANAGEMENT,RORC,1,9,3,14,8,11,4.77,666,3,9.75,20,10,12,34.5,5,14,1,8
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,CAPITAL ALLOCATION,7,15,9,10,10,12,4.18,282.5,5,7.63,37,0,0,183.5,8,12,0,13
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,LOAN TAPE,6,10,5,11,6,12,3.52,651.5,8,6.26,21.5,2,11,166.5,2,2,3,9
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS COMMONS,2,3,2,13,8,12,4.12,699.5,1,1.64,10.5,2,3,173,9,15,0,7
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS ESG,4,10,4,6,3,8,2.37,830,6,1.86,17,7,12,177,4,5,6,6
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS FINREP,3,13,6,8,7,12,4.57,899.5,8,0.07,36.5,1,12,16,7,12,3,6
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS FRONT,9,14,7,9,9,14,3.17,847,0,3.47,49.5,4,8,158.5,6,12,4,9
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS FSB,3,13,8,12,7,11,2.73,603,4,9.08,12.5,0,5,187,3,5,6,14
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS LE,6,8,4,11,7,8,5.37,725.5,1,7.61,11.5,1,5,12,9,12,6,13
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS LIQUIDEZ,3,6,9,10,9,14,2.99,22,8,6.78,47.5,8,12,3.5,5,6,4,14
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,NEXUS SBP,2,7,5,13,3,10,1.82,865,9,1.77,5,4,8,137,5,7,5,12
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,REPORTING REGULATORIO SOLVENCIA CORE CR,0,2,7,10,10,13,1.43,583,9,2.53,36,2,5,111.5,0,11,10,10
06/01/2025,CFE,FINANCE,,REPORTING REGULATORIO,SHS,2,8,8,15,6,13,1.67,245,9,7.86,27.5,9,13,11,0,6,3,7
06/01/2025,CFE,RISK,,CAPITAL,BBHH NEW DEFINITION OF DEFAULT (NDOD),5,8,3,11,2,6,1.8,63.5,7,3.64,20.5,1,3,29.5,4,8,1,13
06/01/2025,CFE,RISK,,CAPITAL,CALCULADORA RAR,10,12,8,14,3,8,0.31,155.5,4,5.16,50,1,5,83,5,10,7,7
06/01/2025,CFE,RISK,,CAPITAL,CALCULO DE CAPITAL ECONOMICO/REGULATORIO/PERD,9,13,3,12,1,6,1.52,394,10,5.16,37.5,1,5,184,0,12,7,8
06/01/2025,CFE,RISK,,CAPITAL,"FRONT SIMULADOR MOTORES CORE CR, IFRS9 Y FL",3,10,8,15,5,6,5.28,605.5,7,5.74,45,8,11,76.5,7,12,2,5
06/01/2025,CFE,RISK,,CAPITAL,GESTION DEL INCUMPLIMIENTO - BBHH ANTIGUA DOD,1,10,2,2,9,13,2.94,825,6,8.17,39,5,14,16.5,5,10,6,7
06/01/2025,CFE,RISK,,CAPITAL,Ingesta salidas CORE,10,10,1,14,0,1,5.59,190,9,3.92,31,1,2,151.5,3,3,4,12
08/01/2025,PERU,SYSTEMS,PAYMENT METHODS,ISSUING,ADMINISTRACION DE TARJETAS,7,13,10,11,9,13,1.63,187,0,1.49,16,4,9,95.5,6,12,3,3
07/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,ADMISION MAYORISTA,4,6,6,10,7,14,4.41,388.5,8,9.09,45,7,13,179.5,0,13,4,6
06/01/2025,CFE,RISK,,CAPITAL,MOTOR RAR,5,9,7,9,1,2,2.92,513,3,8.27,31.5,3,5,116,7,8,10,15
06/01/2025,CFE,RISK,,CAPITAL,REPORTING REGULATORIO IRB VALIDACION INTERNA,5,11,6,7,7,13,2.71,712.5,10,7.99,42,8,9,113,8,11,3,8
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,CRIS - CLIMATE RISK INTEGRATED SOLUTION,1,4,9,14,9,13,1.68,407,0,5.12,9.5,8,10,174.5,8,10,2,12
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,HERR. GRM DAYS,6,8,0,12,1,10,2.46,236,9,4.9,18.5,9,15,54,3,8,4,5
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,LOAN ORIGINATION AND MONITORING,6,10,3,11,5,14,1.58,620,4,6.14,6,1,2,70.5,4,5,2,5
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,NGA - NEXT GENERATION ANALYTICS,10,13,1,13,8,12,2.82,579,7,1.63,16,1,9,168.5,0,1,7,13
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,PACTA - ALINEAMIENTO EMISIONES,10,12,0,13,2,12,5.04,739,5,3.39,2,3,9,8,4,8,8,12
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,PCAF - GREENHOUSE GAS EMISSIONS,0,1,7,13,2,4,4.09,377.5,4,3.81,0,3,5,59.5,2,11,4,5
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,RISK DATA PROCESSES TRANSF,2,6,1,4,0,1,1.76,725.5,6,3.46,3,4,12,143.5,6,14,1,11
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,RISK DATA SUPPLY,0,10,6,7,0,1,4.96,175,9,0.02,8,1,6,25,4,9,2,9
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,SENTINEL - DASHBOARD PROCESOS RISK,1,3,1,13,5,10,0.91,998,7,8.56,38,8,9,36,0,12,8,14
06/01/2025,CFE,RISK,,ESG & REPORTING & ANALYTICS,UNIFIED SUSTAINABILITY PORTAL,6,6,6,14,8,10,2.61,502.5,0,4.65,32,2,5,17,4,12,3,11
06/01/2025,CFE,RISK,,OTHER RISKS,ALM,8,14,4,8,9,13,4.83,970,9,6.5,3.5,4,8,150,7,13,4,6
06/01/2025,CFE,RISK,,OTHER RISKS,GRM DOCUMENTO,5,8,6,7,4,9,2.47,829,9,2.75,18,2,3,113.5,3,9,10,12
06/01/2025,CFE,RISK,,OTHER RISKS,HERRAMIENTA DE COMITES GRM,5,15,7,13,7,13,0.12,562,8,9.81,26,9,13,42.5,10,11,7,11
06/01/2025,CFE,RISK,,OTHER RISKS,HERRAMIENTA GCP DE CUALITATIVOS,2,3,9,11,10,15,5.43,394.5,3,8.65,23.5,1,2,136.5,5,5,5,7
06/01/2025,CFE,RISK,,OTHER RISKS,IFIS / INSTITUCIONES FINANCIERAS,6,7,5,15,7,11,5.77,275,8,9.84,20.5,7,10,0,6,6,10,12
06/01/2025,CFE,RISK,,OTHER RISKS,INFORISK,4,14,1,14,9,11,1.18,707.5,1,4.33,37.5,8,13,65,3,11,1,5
06/01/2025,CFE,RISK,,OTHER RISKS,IRISK - RIESGOS ESTRUCTURALES (LEGACY),2,15,6,6,9,12,1.7,795.5,8,4.49,31,4,14,70.5,8,10,4,4
06/01/2025,CFE,RISK,,OTHER RISKS,LIFE - PLATF RIESGOS ESTRUCTURALES,3,11,10,12,8,14,2.43,858.5,4,1.02,11.5,2,13,34,10,14,9,13
06/01/2025,CFE,RISK,,OTHER RISKS,PLATAFORMA DOC. GRM DATA & ADVANCED ANALYTICS,1,11,3,5,7,11,1.05,242.5,9,2.06,37,10,14,136.5,1,6,3,12
06/01/2025,CFE,RISK,,OTHER RISKS,PORTAL DE INTRANET DE RIESGOS,2,11,7,12,7,12,2.45,595.5,4,7.26,20.5,3,5,67,5,7,5,11
06/01/2025,CFE,RISK,,OTHER RISKS,QRM,5,13,2,2,8,15,5.05,247.5,7,1.29,6.5,3,3,161.5,8,11,4,8
06/01/2025,CFE,RISK,,OTHER RISKS,RATINGS SYSTEMS IRB,0,1,10,14,9,11,3.93,727.5,8,4.34,48.5,8,13,32,2,9,10,12
06/01/2025,CFE,RISK,,OTHER RISKS,RIESGO PAIS,10,15,2,10,8,15,0.06,415,9,9.47,4.5,10,14,185,7,12,4,6
06/01/2025,CFE,RISK,,OTHER RISKS,SHAREDATA,5,13,0,12,10,14,4.68,381.5,7,9.07,19,5,12,159.5,0,0,5,8
06/01/2025,CFE,RISK,,OTHER RISKS,VISUALIZADOR MAESTRO DE EMISORES Y EMISIONES,4,7,5,11,6,13,0.65,133,7,8.93,13.5,6,11,9.5,1,13,5,12
06/01/2025,CFE,RISK,,PROVISIONES,CdA CORE_REG,1,14,9,13,9,14,2.87,293,5,2.08,34.5,2,9,131.5,7,10,8,12
06/01/2025,CFE,RISK,,PROVISIONES,CdA Provisiones IFRS9,8,14,8,8,2,2,5.5,891,3,3.37,6.5,7,11,31,3,12,1,4
06/01/2025,CFE,RISK,,PROVISIONES,PROVISIONES IFRS9,0,0,10,13,7,12,3.31,939.5,5,4.71,42,4,12,61,1,1,1,5
06/01/2025,CFE,RISK,,RETAIL CREDIT RISK,CRONOS - ADMISION Y RECUPERACION DE RIESGO,6,13,4,12,10,13,2.98,785,0,8.91,11.5,6,14,50,7,10,6,12
06/01/2025,CFE,RISK,,RETAIL CREDIT RISK,CRONOS ADMISION REACTIVA,9,14,6,9,8,11,4.25,693.5,7,8.8,6.5,3,5,32,4,8,2,8
06/01/2025,CFE,RISK,,RETAIL CREDIT RISK,RETAIL CREDIT RISK - RECUPERACIONES,1,11,2,13,9,10,3.77,428,9,6.23,14,7,12,50,2,3,9,12
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,ADMISION MAYORISTA (CORPORATIVA),4,13,8,15,10,11,6,890,8,5.34,49,10,12,160.5,6,13,3,14
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,ADMISION MAYORISTA (SEGMENTOS),7,11,8,9,5,6,1.37,438.5,4,3.97,4.5,2,9,39,2,11,0,3
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,ADMISION MAYORISTA (SOBERANOS),2,11,2,3,8,12,1.41,24,7,1.04,16.5,8,15,115.5,3,8,5,7
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,IA GENERATIVA WHOLESALE,5,10,8,11,3,12,0.7,970,5,7.11,34.5,3,12,78,7,9,0,12
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,LEVERAGED FINANCE,8,13,7,11,5,14,4.19,135.5,8,7.76,25,7,11,118.5,8,11,9,13
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,MODELOS DE RATING/SCORING DE S&P,1,9,5,12,1,12,2.96,557,1,5.83,2.5,5,9,46,10,11,8,11
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,NCS - NUEVA CLASIFICACION SECTORIAL,9,14,8,14,8,10,5.69,766,10,8.36,19,1,12,54,8,12,1,14
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,PROGRAMA FINANCIERO DIGITAL,5,6,3,6,6,12,0.26,392.5,6,4.06,40.5,4,5,152,6,13,8,10
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,RATINGS PROJECT FINANCE,0,1,6,10,1,10,3.68,34,3,0.29,38.5,6,6,183,6,8,2,13
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,SPREADING,4,6,7,12,10,11,0.33,549.5,7,2.76,22.5,6,8,49.5,2,11,6,7
06/01/2025,CFE,RISK,,WHOLESALE CREDIT RISK,WORKFLOW NNGG,2,14,3,8,8,11,2.55,891.5,10,7.58,14,7,11,178.5,6,7,5,12
06/01/2025,CFE,T&C,,WORKFORCE ADMINISTRATION,LDAP GOOGLE,0,13,1,12,10,14,5.79,165,3,1.8,31.5,5,13,176,8,13,2,2
06/01/2025,CFE,T&C,,WORKFORCE ADMINISTRATION,WORKDAY,1,10,9,12,8,12,1.59,422.5,1,8.67,28.5,6,15,3,9,13,0,8
06/01/2025,CFE,T&C,,WORKFORCE RECRUITING-TALENT,EMPLOYEE VIRTUAL ASSISTANT (EVA),8,11,10,11,7,15,5.2,523,6,2.87,14.5,7,10,145,3,13,9,14
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,ADMISION MAYORISTA,2,9,9,10,8,11,3.86,732,4,0.22,19.5,2,8,183.5,2,14,8,10
06/01/2025,CFE,T&C,,WORKFORCE RECRUITING-TALENT,WORKDAY RECRUITING,9,11,1,5,5,6,0.46,664,6,1.39,6,8,14,177,8,14,5,11
06/01/2025,CFE,T&C,,PREMISES & SERVICES,ACCESO RESIDENCIA CAMPUS,2,6,3,8,9,9,5.78,994,4,5.12,0,5,6,8.5,10,14,5,7
06/01/2025,CFE,T&C,,PREMISES & SERVICES,ARCHIBUS,0,2,8,14,2,11,2.73,256,6,1.6,38,3,11,138.5,9,12,1,5
06/01/2025,CFE,T&C,,PREMISES & SERVICES,ARCHIVO HISTORICO,2,14,6,15,1,11,2.31,227.5,8,1.87,5,4,10,41,2,7,4,7
06/01/2025,CFE,T&C,,PREMISES & SERVICES,BIM CLOUD,7,12,2,7,0,0,3.5,480.5,5,4,22.5,2,11,177.5,9,13,1,13
06/01/2025,CFE,T&C,,PREMISES & SERVICES,BMS-INVENTARIO DISPOSITIVOS,7,9,8,14,7,8,1.2,870.5,5,4.75,14.5,8,9,51,0,12,8,11
06/01/2025,CFE,T&C,,PREMISES & SERVICES,CARSHARING,1,13,10,11,1,14,4.3,93,5,0.91,35,5,5,94,6,7,1,6
06/01/2025,CFE,T&C,,PREMISES & SERVICES,CUADRO DE MANDOS P&S,7,14,8,10,2,3,2.87,268.5,8,2.25,44,3,10,145,6,15,8,12
06/01/2025,CFE,T&C,,PREMISES & SERVICES,ESTAFETA DIGITAL,8,14,9,12,9,15,0.79,511.5,4,8.93,25.5,8,11,72,3,8,4,9
07/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,ADMISION MINORISTA,0,14,3,10,5,6,1.04,786.5,3,5.22,1,4,6,52.5,1,12,9,14
06/01/2025,CFE,T&C,,PREMISES & SERVICES,GESTION DE BMS,7,15,6,11,3,4,5.64,158.5,6,1.44,16,8,11,72.5,8,9,8,9
06/01/2025,CFE,T&C,,PREMISES & SERVICES,GMI MOBILITY,1,4,3,5,5,11,1.86,935.5,4,3.87,8.5,10,14,25.5,6,14,3,8
06/01/2025,CFE,T&C,,PREMISES & SERVICES,IOT1,3,14,6,14,8,12,0.33,78.5,9,3.71,26.5,9,10,111.5,0,1,8,9
06/01/2025,CFE,T&C,,PREMISES & SERVICES,LANZADERAS,7,14,3,12,3,9,1.51,216,10,1.37,47,2,8,165,2,7,9,14
06/01/2025,CFE,T&C,,PREMISES & SERVICES,OASIS,1,10,4,15,7,10,2.41,673,5,4.26,3.5,8,11,79,4,7,9,14
06/01/2025,CFE,T&C,,PREMISES & SERVICES,ONESAIT,3,4,6,12,8,14,5.95,963.5,8,5.81,14.5,7,14,85,7,10,7,13
06/01/2025,CFE,T&C,,PREMISES & SERVICES,PARKING,8,14,1,4,0,11,5.56,87.5,9,5.01,39.5,4,8,137.5,9,13,1,9
06/01/2025,CFE,T&C,,PREMISES & SERVICES,PARTICIPA,7,13,1,10,8,12,1.37,925.5,7,5.28,20.5,0,5,57,5,6,7,14
06/01/2025,CFE,T&C,,PREMISES & SERVICES,PATRIMONIO CULTURAL,4,9,8,15,9,13,1.85,134,0,1.33,23,1,13,130.5,1,4,7,8
06/01/2025,CFE,T&C,,PREMISES & SERVICES,RESERVA DE SALAS,4,11,9,14,6,13,4.64,789.5,8,3.49,23,9,12,175,5,7,5,11
06/01/2025,CFE,T&C,,PREMISES & SERVICES,SERVICIO DE TRADUCCIONES,3,5,6,15,2,12,2.19,590,3,6.48,12,2,13,70,7,7,8,8
06/01/2025,CFE,T&C,,PREMISES & SERVICES,SOLICITA,8,12,2,5,8,10,1.02,415,1,2.5,46.5,7,11,97,9,10,3,7
06/01/2025,CFE,T&C,,PREMISES & SERVICES,SOSTENIBILIDAD,5,5,5,10,1,14,4.88,759.5,9,2.8,6,1,8,23.5,7,14,6,11
06/01/2025,CFE,T&C,,PREMISES & SERVICES,VALIJA,3,6,2,15,1,2,2.82,195,9,2.4,44,5,12,20,0,8,8,9
06/01/2025,CFE,T&C,,PREMISES & SERVICES,VIAJES,9,9,10,15,1,8,5.63,390,1,9.6,18,10,11,141.5,4,13,1,4
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,APLIC GBL GAE - ANFITRIONES,5,10,4,5,8,12,1.93,520,1,4.05,24,2,4,16,9,10,7,13
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,APLIC GBL GAE - OPPORTUNITY,4,7,9,13,9,9,3.71,458,1,3.98,46,1,8,183,7,8,5,7
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,APLIC GBL GAE - ORG Y ADMIN - BORRADOS,5,6,0,4,8,10,4.17,25.5,4,8.3,19,8,11,23.5,3,14,3,12
08/01/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,RIESGOS DE CREDITO,ADMISION MINORISTA,1,3,8,12,8,8,2.15,843,7,0.28,14.5,6,9,82,10,12,9,14
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,APLIC GBL GAE - PLATAFORMA ENGAGEMENT,2,6,8,13,2,11,2.16,268,7,2.31,28,5,7,129.5,6,6,7,9
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,APLIC GBL GAE - PROJECT REVIEW,6,14,4,7,4,11,4.1,461.5,2,2.05,11,1,12,127.5,8,15,1,8
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,APLIC GBL GAE DESARROLLO TALENTO ENGINEERING,9,13,0,6,5,6,1.26,174,10,2.15,25.5,9,13,157.5,3,6,8,12
06/01/2025,CFE,R&IC,,NFR,ADMISION Y GESTION DE RIESGO OPERACIONAL,9,10,9,11,3,12,5.85,811.5,0,7.17,27,2,11,78,9,13,7,8
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,DESARROLLO TALENTO - ASTEX,1,11,2,5,1,3,1.26,942,2,5,18.5,6,7,80.5,6,10,7,13
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,DESARROLLO TALENTO - EEC,5,8,3,6,1,8,1.43,823.5,3,7.77,19,5,11,81,7,9,4,9
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,DOGOOD,2,11,6,13,4,7,4.04,502.5,3,2.17,35.5,7,13,179.5,5,10,9,10
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,HUELLAS ANALITICAS HPD,1,4,9,13,3,15,3.63,33,3,9.66,45,5,6,124.5,4,9,2,11
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,PORTALES GLOBALES T&C,8,9,9,14,3,6,1.89,933,2,5.27,33,2,14,78,10,10,8,9
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,SAAS GBL COMPENSACION - ESTUDIOS SALARIALES,4,7,8,13,6,7,5.48,295,0,8.51,49,7,14,184.5,10,15,6,7
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,SAAS GBL DESARROLLO TALENTO - CHRONUS,6,9,10,13,2,15,3.66,487.5,1,4.93,0.5,8,11,60,5,8,5,8
06/01/2025,CFE,T&C,,TALENT MANAGEMENT,SAAS GBL DESARROLLO TALENTO - COURSERA,0,15,7,8,2,10,5.29,888.5,5,7.73,2.5,1,11,151.5,1,14,7,11
